time (s)	time(hydraulic residence times)	pH probe (pH)	ANC_out	C_T	[H^+] concentration (M)	alpha 2	ANC_out closed	alpha 0	alpha 1	ANC_out open
307	0.369301095	6.737945557	0.000963057	0.00127184	1.82833E-07	0.000200812	0.000932083	0.267238061	0.732561127	2.72992E-05
308	0.37050403	6.742665768	0.000960697	0.001270311	1.80857E-07	0.000203594	0.000933666	0.265114543	0.734681863	2.76017E-05
309	0.371706965	6.657617092	0.00095834	0.001268784	2.1998E-07	0.000158311	0.00088185	0.304984839	0.69485685	2.26192E-05
310	0.3729099	6.676288605	0.000955985	0.001267258	2.10723E-07	0.000167414	0.000892266	0.295946772	0.703885814	2.36322E-05
311	0.374112835	6.650823593	0.000953634	0.001265735	2.23448E-07	0.000155109	0.000875512	0.30831142	0.691533471	2.22611E-05
312	0.37531577	6.673074246	0.000951285	0.001264213	2.12288E-07	0.000165815	0.000888165	0.297491624	0.702342562	2.34548E-05
313	0.376518706	6.639770985	0.000948939	0.001262693	2.29208E-07	0.00015002	0.000866507	0.313766205	0.686083776	2.16901E-05
314	0.377721641	6.660748959	0.000946596	0.001261175	2.18399E-07	0.000159807	0.00087849	0.303458052	0.69638214	2.27861E-05
315	0.378924576	6.651120663	0.000944256	0.001259659	2.23295E-07	0.000155248	0.000871493	0.308165534	0.691679218	2.22766E-05
316	0.380127511	6.643444061	0.000941919	0.001258145	2.27277E-07	0.000151694	0.000865677	0.311947622	0.687900683	2.18782E-05
317	0.381330446	6.632908821	0.000939584	0.001256632	2.32858E-07	0.000146934	0.000858049	0.317179079	0.682673987	2.13426E-05
318	0.382533381	6.647735596	0.000937252	0.001255121	2.25042E-07	0.000153672	0.000866259	0.30983015	0.690016178	2.21001E-05
319	0.383736317	6.663989544	0.000934923	0.001253612	2.16776E-07	0.000161368	0.0008752	0.301882813	0.697955819	2.29601E-05
320	0.384939252	6.657732487	0.000932597	0.001252105	2.19921E-07	0.000158366	0.000870326	0.304928508	0.694913126	2.26253E-05
321	0.386142187	6.631818295	0.000930274	0.0012506	2.33443E-07	0.000146449	0.000853248	0.317723276	0.682130276	2.12879E-05
322	0.387345122	6.592701435	0.000927953	0.001249096	2.55446E-07	0.000129945	0.000827392	0.3375646	0.662305455	1.94115E-05
323	0.388548057	6.629131794	0.000925635	0.001247595	2.34892E-07	0.000145259	0.000849519	0.319066021	0.680788719	2.11537E-05
324	0.389750992	6.610014439	0.00092332	0.001246095	2.45463E-07	0.000137037	0.000836461	0.328707031	0.671155932	2.02217E-05
325	0.390953928	6.591506958	0.000921008	0.001244597	2.56149E-07	0.000129468	0.000823643	0.338180022	0.66169051	1.93568E-05
326	0.392156863	6.587023258	0.000918699	0.001243101	2.58807E-07	0.00012769	0.00081977	0.340495001	0.659377309	1.91526E-05
327	0.393359798	6.656600952	0.000916392	0.001241606	2.20495E-07	0.000157829	0.00086234	0.305481133	0.694361039	2.25653E-05
328	0.394562733	6.607758999	0.000914088	0.001240113	2.46741E-07	0.000136094	0.000831019	0.329854239	0.670009667	2.01143E-05
329	0.395765668	6.597721577	0.000911787	0.001238623	2.5251E-07	0.000131968	0.000823654	0.334984135	0.664883898	1.96432E-05
330	0.396968603	6.575674057	0.000909489	0.001237133	2.6566E-07	0.000123285	0.000808529	0.346388624	0.653488091	1.86448E-05
331	0.398171539	6.614483833	0.000907193	0.001235646	2.4295E-07	0.000138922	0.000832252	0.326439749	0.67342133	2.0436E-05
332	0.399374474	6.593830109	0.0009049	0.001234161	2.54783E-07	0.000130397	0.000818214	0.336983587	0.662886016	1.94634E-05
333	0.400577409	6.633049488	0.00090261	0.001232677	2.32783E-07	0.000146997	0.000841775	0.317108919	0.682744084	2.13497E-05
334	0.401780344	6.569756508	0.000900323	0.001231195	2.69304E-07	0.000121042	0.000800833	0.349480524	0.650398434	1.83852E-05
335	0.402983279	6.640814781	0.000898038	0.001229715	2.28657E-07	0.000150494	0.000844508	0.313248824	0.686600682	2.17434E-05
336	0.404186214	6.594399929	0.000895756	0.001228236	2.54449E-07	0.000130626	0.000814646	0.336690444	0.66317893	1.94896E-05
337	0.40538915	6.650613308	0.000893477	0.00122676	2.23556E-07	0.000155011	0.00084842	0.308414711	0.691430278	2.22501E-05
338	0.406592085	6.60791254	0.000891201	0.001225285	2.46654E-07	0.000136158	0.000821176	0.329776077	0.670087764	2.01216E-05
339	0.40779502	6.626768112	0.000888927	0.001223812	2.36174E-07	0.00014422	0.000831869	0.320249906	0.679605874	2.10363E-05
340	0.408997955	6.611326218	0.000886656	0.001222341	2.44722E-07	0.000137588	0.000821327	0.328040745	0.671821668	2.02844E-05
341	0.41020089	6.634921074	0.000884388	0.001220871	2.31782E-07	0.000147833	0.000834853	0.316176232	0.683675935	2.1444E-05
342	0.411403825	6.607039452	0.000882123	0.001219403	2.4715E-07	0.000135795	0.00081669	0.330220657	0.669643548	2.00802E-05
343	0.41260676	6.624433041	0.00087986	0.001217937	2.37447E-07	0.000143199	0.000826445	0.321421738	0.678435063	2.09209E-05
344	0.413809696	6.616400242	0.0008776	0.001216473	2.4188E-07	0.000139737	0.000820517	0.325470043	0.67439022	2.05286E-05
345	0.415012631	6.638940811	0.000875343	0.001215011	2.29646E-07	0.000149643	0.000833277	0.314178029	0.685672327	2.16477E-05
346	0.416215566	6.602519989	0.000873088	0.00121355	2.49735E-07	0.000133927	0.000809965	0.332526822	0.667339252	1.98671E-05
347	0.417418501	6.608138084	0.000870836	0.001212091	2.46526E-07	0.000136252	0.000812471	0.329661279	0.670202469	2.01323E-05
348	0.418621436	6.610701084	0.000868587	0.001210634	2.45075E-07	0.000137325	0.000813074	0.32835818	0.671504495	2.02545E-05
349	0.419824371	6.621209145	0.000866341	0.001209178	2.39216E-07	0.000141801	0.000818536	0.323043314	0.676814885	2.07626E-05
350	0.421027307	6.641541004	0.000864097	0.001207725	2.28275E-07	0.000150825	0.000829839	0.312889129	0.686960046	2.17806E-05
351	0.422230242	6.637166023	0.000861856	0.001206273	2.30587E-07	0.000148842	0.000826218	0.31505943	0.684791729	2.15575E-05
352	0.423433177	6.643762112	0.000859618	0.001204823	2.27111E-07	0.00015184	0.00082917	0.311790423	0.688057737	2.18946E-05
353	0.424636112	6.641164303	0.000857382	0.001203374	2.28473E-07	0.000150653	0.000826624	0.31307568	0.686773667	2.17613E-05
354	0.425839047	6.662214756	0.000855149	0.001201928	2.17663E-07	0.000160512	0.000838071	0.302744958	0.69709453	2.28647E-05
355	0.427041982	6.647311211	0.000852919	0.001200483	2.25262E-07	0.000153475	0.000828289	0.310039192	0.689807333	2.20781E-05
356	0.428244918	6.632750511	0.000850691	0.001199039	2.32943E-07	0.000146863	0.000818621	0.317258048	0.682595089	2.13347E-05
357	0.429447853	6.59500742	0.000848466	0.001197598	2.54093E-07	0.000130871	0.000794694	0.33637806	0.663491069	1.95176E-05
358	0.430650788	6.618250847	0.000846244	0.001196158	2.40851E-07	0.000140528	0.000807932	0.32453505	0.675324421	2.06183E-05
359	0.431853723	6.5853405	0.000844024	0.00119472	2.59812E-07	0.000127028	0.000786814	0.3413658	0.658507171	1.90765E-05
360	0.433056658	6.595865727	0.000841807	0.001193284	2.53591E-07	0.000131217	0.000792358	0.335936945	0.663931838	1.95572E-05
361	0.434259593	6.560423374	0.000839593	0.001191849	2.75155E-07	0.000117576	0.00076938	0.354382792	0.645499632	1.79826E-05
362	0.435462529	6.605923653	0.000837382	0.001190416	2.47786E-07	0.000135331	0.000796593	0.330789268	0.669075401	2.00274E-05
363	0.436665464	6.585170269	0.000835173	0.001188985	2.59914E-07	0.000126962	0.000782931	0.341453952	0.658419087	1.90688E-05
364	0.437868399	6.616396427	0.000832966	0.001187556	2.41882E-07	0.000139735	0.000801005	0.325471972	0.674388293	2.05284E-05
365	0.439071334	6.567999363	0.000830763	0.001186128	2.70396E-07	0.000120383	0.000770417	0.350401083	0.649478535	1.83087E-05
366	0.440274269	6.620377541	0.000828562	0.001184702	2.39675E-07	0.000141442	0.000801465	0.323462293	0.676396265	2.07219E-05
367	0.441477204	6.612187862	0.000826364	0.001183278	2.44237E-07	0.000137951	0.000795592	0.327603469	0.67225858	2.03256E-05
368	0.44268014	6.631244659	0.000824168	0.001181855	2.33752E-07	0.000146194	0.000805996	0.318009732	0.681844074	2.12592E-05
369	0.443883075	6.591293335	0.000821975	0.001180434	2.56275E-07	0.000129383	0.000781041	0.338290143	0.661580474	1.9347E-05
370	0.44508601	6.606431484	0.000819784	0.001179015	2.47496E-07	0.000135542	0.000789268	0.330530416	0.669334042	2.00514E-05
371	0.446288945	6.573419571	0.000817597	0.001177598	2.67043E-07	0.000122426	0.000768221	0.347565074	0.652312499	1.85455E-05
372	0.44749188	6.598533154	0.000815412	0.001176182	2.52038E-07	0.000132297	0.000782613	0.334567885	0.665299818	1.96809E-05
373	0.448694815	6.547639847	0.000813229	0.001174768	2.83374E-07	0.00011297	0.000750389	0.361147147	0.638739883	1.74446E-05
374	0.449897751	6.582030773	0.000811049	0.001173356	2.618E-07	0.000125736	0.000770723	0.343081648	0.656792616	1.89276E-05
375	0.451100686	6.577521324	0.000808872	0.001171945	2.64532E-07	0.000123993	0.000767043	0.345426067	0.65444994	1.87266E-05
376	0.452303621	6.599820614	0.000806697	0.001170536	2.51292E-07	0.000132821	0.000779629	0.333908087	0.665959091	1.97408E-05
377	0.453506556	6.568417072	0.000804525	0.001169129	2.70136E-07	0.000120539	0.000759629	0.350182146	0.649697315	1.83269E-05
378	0.454709491	6.586298466	0.000802356	0.001167723	2.5924E-07	0.000127405	0.00076961	0.340869937	0.659002658	1.91198E-05
379	0.455912426	6.605167389	0.000800189	0.00116632	2.48218E-07	0.000135018	0.000780013	0.33117494	0.668690042	1.99917E-05
380	0.457115361	6.595615387	0.000798025	0.001164917	2.53737E-07	0.000131116	0.000773367	0.336065574	0.66380331	1.95457E-05
381	0.458318297	6.597367764	0.000795863	0.001163517	2.52716E-07	0.000131824	0.000773486	0.335165682	0.664702494	1.96268E-05
382	0.459521232	6.595583439	0.000793704	0.001162118	2.53756E-07	0.000131103	0.000771489	0.336081992	0.663786906	1.95442E-05
383	0.460724167	6.599342346	0.000791548	0.001160721	2.51569E-07	0.000132626	0.000772805	0.334153114	0.665714259	1.97186E-05
384	0.461927102	6.593166351	0.000789394	0.001159326	2.55172E-07	0.000130131	0.000768191	0.337325213	0.662544655	1.94329E-05
385	0.463130037	6.580807686	0.000787243	0.001157932	2.62538E-07	0.000125261	0.000759852	0.34371677	0.656157969	1.88729E-05
386	0.464332972	6.574131012	0.000785094	0.00115654	2.66605E-07	0.000122697	0.000754909	0.347193624	0.652683679	1.85768E-05
387	0.465535908	6.606381416	0.000782948	0.001155149	2.47525E-07	0.000135521	0.000773257	0.330555932	0.669308547	2.0049E-05
388	0.466738843	6.567726612	0.000780804	0.001153761	2.70566E-07	0.000120281	0.000749222	0.350544075	0.649335644	1.82969E-05
389	0.467941778	6.566509724	0.000778664	0.001152374	2.71325E-07	0.000119826	0.000747584	0.351182369	0.648697805	1.82442E-05
390	0.469144713	6.519498825	0.000776525	0.001150988	3.02344E-07	0.000103383	0.000717801	0.376230135	0.623666481	1.6313E-05
391	0.470347648	6.549361229	0.000774389	0.001149604	2.82253E-07	0.000113581	0.000735363	0.360233001	0.639653418	1.75161E-05
392	0.471550583	6.532807827	0.000772256	0.001148222	2.93219E-07	0.000107825	0.000724319	0.369064842	0.630827333	1.68393E-05
393	0.472753519	6.581229687	0.000770126	0.001146842	2.62283E-07	0.000125425	0.000752824	0.343497571	0.656377004	1.88918E-05
394	0.473956454	6.539579868	0.000767998	0.001145463	2.88682E-07	0.000110148	0.000726736	0.365440721	0.634449131	1.71132E-05
395	0.475159389	6.564471722	0.000765872	0.001144086	2.72602E-07	0.000119069	0.000740979	0.352252553	0.647628378	1.81562E-05
396	0.476362324	6.537578106	0.000763749	0.001142711	2.90016E-07	0.000109457	0.000723765	0.366510419	0.633380124	1.70318E-05
397	0.477565259	6.551239491	0.000761629	0.001141337	2.81035E-07	0.000114251	0.000731212	0.359236698	0.640649051	1.75945E-05
398	0.478768194	6.542265892	0.000759511	0.001139965	2.86902E-07	0.000111082	0.000724884	0.364007452	0.635881466	1.7223E-05
399	0.47997113	6.557484627	0.000757396	0.001138594	2.77023E-07	0.000116503	0.000733223	0.355932789	0.643950708	1.78575E-05
400	0.481174065	6.524394035	0.000755283	0.001137225	2.98955E-07	0.000104998	0.000712225	0.373588169	0.626306833	1.65047E-05
401	0.482377	6.536739826	0.000753173	0.001135858	2.90576E-07	0.000109168	0.000718913	0.366958769	0.632932063	1.69978E-05
402	0.483579935	6.49023819	0.000751065	0.001134493	3.23416E-07	9.41786E-05	0.000689392	0.39217125	0.607734571	1.5209E-05
403	0.48478287	6.533922195	0.00074896	0.001133129	2.92468E-07	0.000108204	0.000715472	0.368467449	0.631424347	1.68841E-05
404	0.485985805	6.500195026	0.000746857	0.001131767	3.16086E-07	9.72267E-05	0.000693916	0.386719064	0.613183709	1.55766E-05
405	0.487188741	6.547327042	0.000744757	0.001130406	2.83578E-07	0.000112859	0.000721854	0.361313371	0.63857377	1.74316E-05
406	0.488391676	6.525579453	0.000742659	0.001129047	2.9814E-07	0.000105392	0.000707824	0.372949519	0.626945088	1.65515E-05
407	0.489594611	6.574185371	0.000740564	0.00112769	2.66572E-07	0.000122718	0.000736104	0.34716525	0.652712032	1.85792E-05
408	0.490797546	6.52355814	0.000738472	0.001126334	2.99531E-07	0.000104721	0.000704893	0.374038777	0.625856502	1.64719E-05
409	0.492000481	6.542894363	0.000736382	0.00112498	2.86487E-07	0.000111301	0.000715729	0.363672445	0.636216254	1.72488E-05
410	0.493203416	6.528975487	0.000734294	0.001123627	2.95818E-07	0.000106529	0.000706482	0.371122345	0.628771126	1.66861E-05
411	0.494406351	6.548553467	0.000732209	0.001122277	2.82779E-07	0.000113294	0.000717394	0.36066184	0.639224866	1.74825E-05
412	0.495609287	6.511745453	0.000730127	0.001120927	3.0779E-07	0.000100871	0.000694331	0.380429706	0.619469423	1.60134E-05
413	0.496812222	6.540187836	0.000728047	0.00111958	2.88278E-07	0.000110359	0.000710673	0.365116098	0.634773543	1.7138E-05
414	0.498015157	6.529759407	0.000725969	0.001118234	2.95284E-07	0.000106793	0.000703561	0.370701092	0.629192116	1.67174E-05
415	0.499218092	6.529441357	0.000723894	0.001116889	2.95501E-07	0.000106686	0.000702524	0.370871978	0.629021336	1.67047E-05
416	0.500421027	6.50233984	0.000721822	0.001115547	3.14529E-07	9.78945E-05	0.000685276	0.385548257	0.614353849	1.56569E-05
417	0.501623962	6.501169682	0.000719752	0.001114206	3.15377E-07	9.75297E-05	0.000683739	0.386186858	0.613715613	1.56131E-05
418	0.502826898	6.517103195	0.000717684	0.001112866	3.04016E-07	0.000102601	0.000692573	0.377525764	0.622371634	1.62199E-05
419	0.504029833	6.504117012	0.000715619	0.001111528	3.13244E-07	9.84509E-05	0.000683886	0.384579138	0.615322411	1.57237E-05
420	0.505232768	6.503679276	0.000713557	0.001110192	3.1356E-07	9.83136E-05	0.000682798	0.384817757	0.615083929	1.57072E-05
421	0.506435703	6.487832546	0.000711497	0.001108857	3.25213E-07	9.34548E-05	0.000672339	0.393492635	0.60641391	1.51213E-05
422	0.507638638	6.516049862	0.000709439	0.001107524	3.04755E-07	0.000102259	0.000688615	0.378095994	0.621801747	1.61791E-05
423	0.508841573	6.495227337	0.000707384	0.001106193	3.19722E-07	9.56953E-05	0.000675219	0.389435829	0.610468476	1.53922E-05
424	0.510044509	6.486693859	0.000705332	0.001104863	3.26066E-07	9.31139E-05	0.000669223	0.394118644	0.605788242	1.508E-05
425	0.511247444	6.478419781	0.000703281	0.001103534	3.32338E-07	9.06696E-05	0.000663378	0.398677753	0.601231578	1.47829E-05
426	0.512450379	6.519877911	0.000701234	0.001102208	3.0208E-07	0.000103508	0.000687595	0.376025276	0.623871216	1.63277E-05
427	0.513653314	6.470633507	0.000699188	0.001100883	3.3835E-07	8.84209E-05	0.000657033	0.402984185	0.596927394	1.45083E-05
428	0.514856249	6.492355824	0.000697146	0.001099559	3.21843E-07	9.48198E-05	0.000669435	0.391009369	0.608895812	1.52865E-05
429	0.516059184	6.491521359	0.000695105	0.001098237	3.22462E-07	9.45666E-05	0.000668126	0.391467068	0.608438366	1.52559E-05
430	0.51726212	6.517493248	0.000693067	0.001096917	3.03743E-07	0.000102728	0.000682876	0.377314692	0.622582579	1.6235E-05
431	0.518465055	6.475055695	0.000691032	0.001095598	3.34922E-07	8.9692E-05	0.000656564	0.400536482	0.599373826	1.46637E-05
432	0.51966799	6.504869461	0.000688999	0.001094281	3.12702E-07	9.86873E-05	0.000673719	0.384169091	0.615732222	1.57521E-05
433	0.520870925	6.478169918	0.000686968	0.001092966	3.32529E-07	9.05966E-05	0.00065687	0.398815708	0.601093696	1.47741E-05
434	0.52207386	6.52712822	0.00068494	0.001091652	2.97079E-07	0.000105909	0.000685283	0.37211578	0.62777831	1.66128E-05
435	0.523276795	6.495846748	0.000682915	0.001090339	3.19266E-07	9.58851E-05	0.000665908	0.389096703	0.610807412	1.54151E-05
436	0.524479731	6.516052246	0.000680892	0.001089028	3.04753E-07	0.00010226	0.000677112	0.378094703	0.621803037	1.61792E-05
437	0.525682666	6.482631683	0.000678871	0.001087719	3.29131E-07	9.19067E-05	0.000656398	0.3963547	0.603553393	1.49335E-05
438	0.526885601	6.518917561	0.000676852	0.001086411	3.02749E-07	0.000103193	0.000677172	0.376544339	0.623352468	1.62903E-05
439	0.528088536	6.49077034	0.000674836	0.001085105	3.2302E-07	9.43393E-05	0.000659685	0.39187916	0.608026501	1.52284E-05
440	0.529291471	6.484148979	0.000672823	0.001083801	3.27983E-07	9.2356E-05	0.00065494	0.395518981	0.604388663	1.49881E-05
441	0.530494406	6.462765694	0.000670812	0.001082498	3.44536E-07	8.61986E-05	0.000641319	0.407350947	0.592562855	1.42355E-05
442	0.531697342	6.48920536	0.000668803	0.001081196	3.24186E-07	9.38672E-05	0.000656377	0.392738376	0.607167757	1.51713E-05
443	0.532900277	6.448564053	0.000666797	0.001079897	3.55988E-07	8.23111E-05	0.000631209	0.415269791	0.584647898	1.37548E-05
444	0.534103212	6.420587063	0.000664793	0.001078598	3.79676E-07	7.51011E-05	0.000613456	0.430994697	0.568930202	1.28505E-05
445	0.535306147	6.404421806	0.000662792	0.001077302	3.94074E-07	7.11936E-05	0.000602839	0.440146561	0.559782245	1.23526E-05
446	0.536509082	6.421342373	0.000660793	0.001076006	3.79016E-07	7.52882E-05	0.000612441	0.430568182	0.56935653	1.28742E-05
447	0.537712017	6.412586689	0.000658796	0.001074713	3.86735E-07	7.31442E-05	0.000606373	0.435518578	0.564408278	1.26019E-05
448	0.538914952	6.412406921	0.000656802	0.001073421	3.86895E-07	7.31008E-05	0.000605534	0.435620355	0.564306544	1.25964E-05
449	0.540117888	6.428030014	0.00065481	0.00107213	3.73224E-07	7.69628E-05	0.000614285	0.426796305	0.573126732	1.30858E-05
450	0.541320823	6.43988657	0.000652821	0.001070841	3.63173E-07	8.00124E-05	0.000620699	0.420130251	0.579789737	1.34684E-05
451	0.542523758	6.435738087	0.000650833	0.001069554	3.66659E-07	7.89335E-05	0.000617456	0.422459454	0.577461613	1.33334E-05
452	0.543726693	6.42771101	0.000648849	0.001068268	3.73499E-07	7.68822E-05	0.000611879	0.426976036	0.572947081	1.30756E-05
453	0.544929628	6.447025776	0.000646867	0.001066984	3.57252E-07	8.18994E-05	0.000622738	0.416130244	0.583787857	1.37036E-05
454	0.546132563	6.4435606	0.000644887	0.001065701	3.60113E-07	8.09787E-05	0.000619917	0.418070394	0.581848627	1.3589E-05
455	0.547335499	6.4515872	0.000642909	0.00106442	3.53519E-07	8.31255E-05	0.00062396	0.413580267	0.586336607	1.38559E-05
456	0.548538434	6.394648075	0.000640934	0.00106314	4.03044E-07	6.8919E-05	0.000588994	0.445700096	0.554230985	1.20599E-05
457	0.549741369	6.43038702	0.000638961	0.001061862	3.71204E-07	7.75607E-05	0.000609811	0.425468939	0.5744535	1.3161E-05
458	0.550944304	6.406625271	0.000636991	0.001060586	3.9208E-07	7.17154E-05	0.000594808	0.438896544	0.56103174	1.24195E-05
459	0.552147239	6.399816036	0.000635023	0.001059311	3.98276E-07	7.01136E-05	0.000589989	0.44276183	0.557168057	1.22139E-05
460	0.553350174	6.343039513	0.000633057	0.001058037	4.539E-07	5.7939E-05	0.000554869	0.475217187	0.524724874	1.06124E-05
461	0.55455311	6.389763355	0.000631094	0.001056765	4.07602E-07	6.78064E-05	0.000582515	0.448480816	0.551451378	1.19159E-05
462	0.555756045	6.377483845	0.000629133	0.001055495	4.19292E-07	6.50791E-05	0.000574406	0.455485008	0.544449912	1.15606E-05
463	0.55695898	6.401082039	0.000627174	0.001054226	3.97117E-07	7.0409E-05	0.000587915	0.44204264	0.557886951	1.22519E-05
464	0.558161915	6.366613388	0.000625218	0.001052958	4.29919E-07	6.27461E-05	0.000566467	0.461700281	0.538236973	1.12538E-05
465	0.55936485	6.411747456	0.000623264	0.001051692	3.87483E-07	7.29416E-05	0.000592876	0.435993766	0.563933293	1.25761E-05
466	0.560567785	6.400595188	0.000621313	0.001050428	3.97562E-07	7.02953E-05	0.000585505	0.442319181	0.557610523	1.22373E-05
467	0.561770721	6.399496079	0.000619364	0.001049165	3.98569E-07	7.00391E-05	0.000584144	0.442943629	0.556986332	1.22043E-05
468	0.562973656	6.372196198	0.000617417	0.001047904	4.24428E-07	6.39349E-05	0.000567099	0.458506656	0.541429409	1.14105E-05
469	0.564176591	6.403814316	0.000615472	0.001046644	3.94626E-07	7.10503E-05	0.000585312	0.440491323	0.559437627	1.23343E-05
470	0.565379526	6.381457329	0.00061353	0.001045386	4.15473E-07	6.59508E-05	0.000571277	0.453216485	0.546717564	1.16746E-05
471	0.566582461	6.376207829	0.000611591	0.001044129	4.20525E-07	6.48014E-05	0.000567454	0.456213902	0.543721297	1.15242E-05
472	0.567785396	6.323889732	0.000609653	0.001042874	4.74362E-07	5.42771E-05	0.000535406	0.486225039	0.513720684	1.01144E-05
473	0.568988332	6.359606266	0.000607718	0.00104162	4.36912E-07	6.12817E-05	0.000556174	0.465713094	0.534225624	1.10597E-05
474	0.570191267	6.346943855	0.000605785	0.001040368	4.49838E-07	5.87119E-05	0.000547933	0.472975454	0.526965834	1.07164E-05
475	0.571394202	6.367272854	0.000603855	0.001039117	4.29267E-07	6.28855E-05	0.000559408	0.461322868	0.538614247	1.12722E-05
476	0.572597137	6.334729195	0.000601926	0.001037868	4.62669E-07	5.63238E-05	0.000539317	0.479991879	0.519951797	1.03938E-05
477	0.573800072	6.35768795	0.000600001	0.00103662	4.38846E-07	6.08861E-05	0.00055236	0.466812464	0.53312665	1.10071E-05
478	0.575003007	6.373362064	0.000598077	0.001035374	4.2329E-07	6.41857E-05	0.000561005	0.457840147	0.542095668	1.14434E-05
479	0.576205942	6.375874996	0.000596156	0.001034129	4.20848E-07	6.47291E-05	0.000561818	0.456404055	0.543531215	1.15147E-05
480	0.577408878	6.34865284	0.000594237	0.001032886	4.48071E-07	5.90531E-05	0.000545005	0.471994554	0.527946393	1.07622E-05
481	0.578611813	6.374176502	0.00059232	0.001031644	4.22497E-07	6.43613E-05	0.000559464	0.457374634	0.542561005	1.14665E-05
482	0.579814748	6.358311176	0.000590406	0.001030404	4.38217E-07	6.10144E-05	0.000549414	0.466455262	0.533483723	1.10242E-05
483	0.581017683	6.363332272	0.000588494	0.001029165	4.33179E-07	6.20566E-05	0.00055172	0.463578714	0.536359229	1.11626E-05
484	0.582220618	6.348765373	0.000586584	0.001027928	4.47955E-07	5.90756E-05	0.000542453	0.471929971	0.528010954	1.07652E-05
485	0.583423553	6.342746735	0.000584677	0.001026692	4.54206E-07	5.78814E-05	0.000538245	0.475385331	0.524556788	1.06046E-05
486	0.584626489	6.376753807	0.000582772	0.001025458	4.19997E-07	6.49201E-05	0.00055762	0.455902002	0.544033078	1.15398E-05
487	0.585829424	6.339037895	0.000580869	0.001024225	4.58102E-07	5.71562E-05	0.000534764	0.477515805	0.522427039	1.05066E-05
488	0.587032359	6.344156265	0.000578968	0.001022994	4.52735E-07	5.81592E-05	0.000537134	0.474575882	0.525365959	1.0642E-05
489	0.588235294	6.333068371	0.00057707	0.001021764	4.64442E-07	5.60059E-05	0.000529964	0.48094657	0.518997424	1.03506E-05
490	0.589438229	6.370659828	0.000575174	0.001020535	4.25932E-07	6.36058E-05	0.000551379	0.459385202	0.540551192	1.13672E-05
491	0.590641164	6.339328766	0.00057328	0.001019308	4.57795E-07	5.72128E-05	0.000532365	0.477348689	0.522594098	1.05143E-05
492	0.5918441	6.347332478	0.000571389	0.001018083	4.49436E-07	5.87894E-05	0.000536415	0.472752379	0.527188831	1.07268E-05
493	0.593047035	6.325387001	0.0005695	0.001016859	4.7273E-07	5.45559E-05	0.000522916	0.485363747	0.514581698	1.01527E-05
494	0.59424997	6.360221386	0.000567613	0.001015637	4.36293E-07	6.14091E-05	0.000542648	0.465360645	0.534577946	1.10767E-05
495	0.595452905	6.300699711	0.000565728	0.001014416	5.0038E-07	5.01185E-05	0.000507212	0.499572175	0.500377706	9.53774E-06
496	0.59665584	6.301126957	0.000563846	0.001013196	4.99888E-07	5.01924E-05	0.000506852	0.499326208	0.500623599	9.54811E-06
497	0.597858775	6.309707165	0.000561966	0.001011978	4.90109E-07	5.16989E-05	0.000511252	0.494386779	0.505561522	9.75842E-06
498	0.599061711	6.314768791	0.000560088	0.001010761	4.8443E-07	5.26063E-05	0.000513588	0.491473364	0.50847403	9.88427E-06
499	0.600264646	6.254797459	0.000558213	0.001009546	5.56164E-07	4.2713E-05	0.000478055	0.525974742	0.473982545	8.47495E-06
500	0.601467581	6.261466503	0.000556339	0.001008333	5.47688E-07	4.37244E-05	0.000481352	0.522144292	0.477811984	8.6232E-06
501	0.602670516	6.269974709	0.000554468	0.00100712	5.37063E-07	4.50457E-05	0.00048571	0.517253765	0.482701189	8.8153E-06
502	0.603873451	6.316364288	0.000552599	0.00100591	4.82654E-07	5.28952E-05	0.000512047	0.490555123	0.509391981	9.92421E-06
503	0.605076386	6.304347038	0.000550733	0.0010047	4.96196E-07	5.07532E-05	0.000504465	0.497472415	0.502476832	9.62659E-06
504	0.606279322	6.30926466	0.000548869	0.001003492	4.90609E-07	5.16202E-05	0.000506705	0.4946415	0.505306879	9.74748E-06
505	0.607482257	6.295892716	0.000547007	0.001002286	5.0595E-07	4.92927E-05	0.000498361	0.502339562	0.497611145	9.42165E-06
506	0.608685192	6.334934235	0.000545147	0.001001081	4.62451E-07	5.63632E-05	0.000520304	0.479874026	0.520069611	1.03991E-05
507	0.609888127	6.296578884	0.000543289	0.000999877	5.05151E-07	4.94098E-05	0.000497558	0.50194454	0.49800605	9.43815E-06
508	0.611091062	6.263638973	0.000541434	0.000998675	5.44955E-07	4.40584E-05	0.000477987	0.52089592	0.479060021	8.67193E-06
509	0.612293997	6.260451794	0.000539581	0.000997475	5.48969E-07	4.35691E-05	0.00047558	0.522727283	0.477229148	8.60051E-06
510	0.613496933	6.264492989	0.00053773	0.000996276	5.43885E-07	4.41904E-05	0.000477327	0.520405103	0.479550707	8.69115E-06
511	0.614699868	6.232002258	0.000535881	0.000995078	5.86135E-07	3.94119E-05	0.00045816	0.539041634	0.460918955	7.9831E-06
512	0.615902803	6.249844551	0.000534035	0.000993882	5.62543E-07	4.19754E-05	0.000467796	0.528817552	0.471140472	8.36614E-06
513	0.617105738	6.225649357	0.00053219	0.000992687	5.94772E-07	3.85335E-05	0.000453441	0.54267453	0.457286937	7.85E-06
514	0.618308673	6.233743668	0.000530348	0.000991493	5.8379E-07	3.96557E-05	0.000457498	0.53804507	0.461915275	8.01988E-06
